"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"CEN13CA206","ACC","86516","2013-02-13T10:00:00Z","Sabinal","Texas","United States",,"N7824G","false","Aviation","DirectorBrief","2013-07-29T04:00:00Z","None","0","0","0","The pilot’s failure to properly identify the airstrip, which resulted in him landing the airplane off of the airstrip in soft soil causing the nose over.","Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Awareness of condition, Personnel issues - Psychological - Perception/orientation/illusion - Visual illusion/disorientation - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Light condition - Glare - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=86516"
"DCA13WA053","ACC","86183","2013-02-11T11:25:00Z","Muscat",,"Oman",,"AP-BEH","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86183"
"DCA13IA058","INC","86268","2013-02-07T12:40:00Z","Bowman","Georgia","United States",,"N261PS","false","Aviation","DirectorBrief","2020-06-08T04:00:00Z","Minor","0","0","1","the captain's inappropriate climb speed, his failure to monitor airspeed during the level off, and his inappropriate response to multiple stall warnings.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot","https://data.ntsb.gov/Docket?ProjectID=86268"
"DCA13WA059","INC","86318","2013-02-05T04:04:00Z","Sao Luis",,"Brazil",,"PR-VBI","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86318"
"DCA13WA054","INC","86202","2013-02-04T00:20:00Z","Seoul",,"Republic Of Korea",,"HL7780","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86202"
"ENG13WA014","INC","86212","2013-01-30T18:00:00Z","Copenhagen, Denmark",,"Denmark",,"SE-DIK","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86212"
"DCA13WA050","ACC","86162","2013-01-29T05:00:00Z","Almaty",,"Kazakhstan",,"UP-CJ006","false","Aviation","None","2020-11-03T05:00:00Z","Fatal","21","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86162"
"DCA13WA042","INC","86079","2013-01-23T11:47:00Z","Genoa",,"Italy",,"EI-DCX","false","Aviation","None","2020-11-03T05:00:00Z","Minor","0","0","2",,,"https://data.ntsb.gov/Docket?ProjectID=86079"
"DCA13LA039","ACC","86048","2013-01-17T19:42:00Z","Miami","Florida","United States",,"F-GZNI, LV-BMT","false","Aviation","DirectorBrief","2020-04-07T04:00:00Z","None","0","0","0","LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.","Personnel issues - Task performance - Communication (personnel) - Accuracy of communication - Other, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot of other aircraft","https://data.ntsb.gov/Docket?ProjectID=86048"
"DCA13RA038","INC","86030","2013-01-16T01:47:00Z","Takamatsu",,"Japan",,"JA804A","false","Aviation","None","2020-11-03T05:00:00Z","Minor","0","0","4",,,"https://data.ntsb.gov/Docket?ProjectID=86030"
"ERA13IA114","INC","86017","2013-01-13T20:18:00Z","Debary","Florida","United States",,"N662QS","false","Aviation","DirectorBrief","2013-12-02T05:00:00Z","None","0","0","0","An accumulation of debris in the airplane’s bilge drain holes that prevented accumulated moisture from properly draining; the accumulated moisture subsequently froze around the elevator control components, which resulted in the flight control stiffness. Contributing to the accident was maintenance personnel’s improper installation of seals in the airplane’s tailcone, which allowed water to enter the tailcone.","Environmental issues - Physical environment - Object/animal/substance - Debris/dirt/foreign object - Effect on equipment, Environmental issues - Physical environment - Object/animal/substance - Water/moisture - Effect on equipment, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Aircraft systems - Flight control system - Elevator control system - Malfunction, Aircraft - Aircraft structures - Fuselage - Frames (main fuselage) - Related maintenance info","https://data.ntsb.gov/Docket?ProjectID=86017"
"CEN13WA154","INC","86184","2013-01-11T18:16:00Z","Schwechat",,"Austria",,"N391CC","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86184"
"DCA13IA037","INC","85973","2013-01-07T12:30:00Z","Boston","Massachusetts","United States","AIR1401","JA829J","true","Aviation","Report","2015-08-05T04:00:00Z","None","0","0","0","an internal short circuit within a cell of the auxiliary power unit (APU) lithium-ion battery, which led to thermal runaway that cascaded to adjacent cells, resulting in the release of smoke and fire. The incident resulted from Boeing's failure to incorporate design requirements to mitigate the most severe effects of an internal short circuit within an APU battery cell and the Federal Aviation Administration's failure to identify this design deficiency during the type design certification process.","Aircraft - Aircraft systems - Electrical power system - Battery/charger - Failure, Aircraft - Aircraft systems - Electrical power system - Battery/charger - Design, Organizational issues - Development - Design - Equipment design - FAA/Regulator, Organizational issues - Development - Design - Equipment design - Manufacturer, Organizational issues - Support/oversight/monitoring - Oversight - (general) - FAA/Regulator, Aircraft - Aircraft systems - Indicating/recording systems - Data recorders (flight/maint) - Capability exceeded, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - Manufacturer","https://data.ntsb.gov/Docket?ProjectID=85973"
"DCA13WA061","INC","86332","2013-01-04T05:00:00Z","Launceston",,"Australia",,"VH-VUZ","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86332"
"ENG13WA010","INC","85911","2012-12-31T05:00:00Z","Seoul, South Korea",,"Republic Of Korea",,"N206UA","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85911"
"DCA13WA051","ACC","86168","2012-12-31T05:00:00Z","San Pedro Sula",,"Honduras",,"HR-AWG","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86168"
"CEN13LA119","ACC","85919","2012-12-29T13:48:00Z","Big Lake","Texas","United States",,"N534MT","false","Aviation","DirectorBrief","2015-02-23T05:00:00Z","None","0","0","0","The loss of engine power due to the fatigue failure of the outer combustion case at the fuel nozzle port. Contributing to the accident was the operator’s failure to conduct the recommended routine inspections of the outer combustion case.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Not serviced/maintained","https://data.ntsb.gov/Docket?ProjectID=85919"
"CEN13CA117","ACC","85913","2012-12-28T22:32:00Z","CHICAGO","Illinois","United States",,"N619AE","false","Aviation","DirectorBrief","2013-04-03T04:00:00Z","Serious","0","1","0","The presence of deice fluid on the floor, which resulted in a slip hazard and an injury to the flight attendant.","Environmental issues - Task environment - Physical workspace - (general) - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=85913"
"ENG13WA012","OCC","86147","2012-12-26T10:29:00Z","Kittila",,"Finland",,"LN-DYM","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=86147"
"DCA13WA041","ACC","86066","2012-12-25T05:00:00Z","Heho",,"Burma",,"XY-AGC","false","Aviation","None","2020-11-03T05:00:00Z","Serious","0","11","0",,,"https://data.ntsb.gov/Docket?ProjectID=86066"
"DCA13WA034","ACC","85937","2012-12-23T01:13:00Z","Sanikiluaq",,"Canada",,"C-GFWX","false","Aviation","None","2020-11-03T05:00:00Z","Fatal","1","2","6",,,"https://data.ntsb.gov/Docket?ProjectID=85937"
"ENG13RA009","INC","85900","2012-12-20T15:41:00Z","Phuket",,"Thailand",,"D-ABXA","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85900"
"ANC13CA018","ACC","85833","2012-12-17T13:50:00Z","Skwentna","Alaska","United States",,"N121KT","false","Aviation","DirectorBrief","2013-04-03T04:00:00Z","None","0","0","0","The pilot's loss of control while landing in gusting wind conditions.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Contributed to outcome, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=85833"
"CEN13FA096","ACC","85778","2012-12-10T22:16:00Z","Compton","Illinois","United States",,"N911BK","true","Aviation","DirectorBrief","2014-12-10T05:00:00Z","Fatal","3","0","0","The inadvertent encounter with inclement weather, including snow, freezing rain, and reduced visibility conditions,  which led to the pilot’s spatial disorientation and loss of aircraft control.","Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Freezing rain/sleet - Effect on operation, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Snow - Effect on operation, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low visibility - Effect on operation, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=85778"
"DCA13WA033","INC","85851","2012-12-08T15:26:00Z","Shonai",,"Japan",,"JA57AN","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85851"
"DCA13CA066","ACC","86417","2012-12-05T20:00:00Z","New York","New York","United States",,"N411ZW","false","Aviation","DirectorBrief","2014-02-26T05:00:00Z","None","0","0","0","an inadvertant birdstrike on approach.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=86417"
"DCA13WA032","INC","85848","2012-12-04T05:00:00Z","Perth",,"Australia",,"VH-VZL","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85848"
"ANC13LA012","ACC","85738","2012-12-03T12:50:00Z","Mekoryuk","Alaska","United States",,"N169LJ","false","Aviation","DirectorBrief","2014-01-30T05:00:00Z","Minor","0","0","1","The total loss of engine power as a result of a fractured first-stage compressor blade due to fatigue cracking. The source of the fatigue crack could not be determined due to secondary damage sustained to the fracture surface.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Failure, Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=85738"
"DCA13WA160","INC","88138","2012-12-02T05:25:00Z","Shannon",,"Ireland",,"G-VIIK","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=88138"
"DCA13WA031","INC","85840","2012-11-24T18:35:00Z","Bogota",,"Colombia",,"HP1371CM","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85840"
"ERA13LA065","ACC","85641","2012-11-20T12:30:00Z","Roanoke","Virginia","United States",,"N702DK","false","Aviation","DirectorBrief","2014-09-30T04:00:00Z","None","0","0","0","The failure of the right main landing gear bearing actuator support brackets. Contributing to the accident was the owner's and operator's failure to comply with the airplane manufacturer's mandatory service bulletin and the Federal Aviation Administration's failure to issue an airworthiness directive.","Organizational issues - Development - Design - Policy/procedure development - FAA/Regulator, Personnel issues - Action/decision - Action - Lack of action - Owner/builder, Personnel issues - Task performance - Maintenance - Replacement - Maintenance personnel, Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Not installed/available, Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Failure","https://data.ntsb.gov/Docket?ProjectID=85641"
"WPR13LA045","ACC","85625","2012-11-18T22:18:00Z","Obyan",,"United States",,"N4267R","false","Aviation","DirectorBrief","2015-07-07T04:00:00Z","Fatal","1","5","1","A partial loss of engine power shortly after takeoff for reasons that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation and the pilot’s failure to maintain airplane control during the unsuccessful attempt to return for landing on the airport. Contributing to the accident was the pilot’s decision to conduct his second takeoff using less than the full runway length available and the airline’s lack of guidance regarding how to respond to engine failures at low altitudes.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Organizational issues - Management - Policy/procedure - Availability of policy/proc - Operator, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Psychological - (general) - (general) - Pilot","https://data.ntsb.gov/Docket?ProjectID=85625"
"ENG13WA038","INC","88054","2012-11-18T05:00:00Z","Karachi",,"Pakistan",,"AP-BEB","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=88054"
"WPR13IA059","INC","85686","2012-11-15T09:00:00Z","Riverton","Wyoming","United States",,"N7160V","false","Aviation","DirectorBrief","2013-09-30T04:00:00Z","None","0","0","0","The pilot’s failure to maintain sufficient altitude to clear power lines while maneuvering at low altitude. Contributing to the accident was the pilot’s failure to follow company operating specifications for minimum altitude.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot","https://data.ntsb.gov/Docket?ProjectID=85686"
"DCA13WA020","INC","85584","2012-11-13T07:20:00Z","Johannesburg",,"South Africa",,"ZS-TOG","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85584"
"ERA13WA063","ACC","85627","2012-11-11T21:21:00Z","Sao Paulo",,"Brazil",,"PR-MRG","false","Aviation","None","2020-11-03T05:00:00Z","Serious","0","1","1",,,"https://data.ntsb.gov/Docket?ProjectID=85627"
"DCA13WA019","INC","85577","2012-11-11T15:00:00Z","Frankfurt",,"Germany",,"D-ABOE","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85577"
"ENG13WA007","INC","85574","2012-11-11T05:00:00Z","Richmond NSW",,"Australia",,"A6-EDA","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85574"
"ERA13WA074","ACC","85723","2012-11-06T22:30:00Z","Curitiba",,"Brazil",,"PT-MFW","false","Aviation","None","2020-11-03T05:00:00Z","Fatal","4","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85723"
"ENG13IA005","INC","85533","2012-11-06T21:00:00Z","Atlanta","Georgia","United States",,"N908DE","false","Aviation","DirectorBrief","2015-01-13T05:00:00Z","None","0","0","0","The  4th stage turbine blade separation that resulted in an uncontained release of low pressure turbine blade material was Delta Air Lines' repair process for the turbine blades' tip shrouds.  It was not possible to identify the part of the repair process that led to the premature wear of the blade's tip shoud and subsequent separation.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Incorrect service/maintenance, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Fatigue/wear/corrosion","https://data.ntsb.gov/Docket?ProjectID=85533"
"DCA13WA029","INC","85797","2012-11-01T01:00:00Z","Pontianak",,"Indonesia",,"PK-LIF","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85797"
"DCA13WA016","INC","85481","2012-10-28T17:50:00Z","Ipatinga",,"Brazil",,"PR-TTK","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85481"
"DCA13WA023","INC","85635","2012-10-24T01:00:00Z","Casablanca",,"Morocco",,"CN-ROA","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85635"
"ANC13CA005","ACC","85442","2012-10-21T19:15:00Z","Talkeetna","Alaska","United States",,"N1694M","false","Aviation","DirectorBrief","2013-01-31T05:00:00Z","None","0","0","0","The pilot's selection of unsuitable terrain for landing, which resulted in a ground loop.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Sloped/uneven terrain - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=85442"
"CEN13WA020","ACC","85391","2012-10-21T16:20:00Z","Speichersdorf",,"Germany",,"D-EMHE","false","Aviation","None","2020-11-03T05:00:00Z","Fatal","2","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85391"
"DCA13WA011","INC","85388","2012-10-20T12:50:00Z","Riga",,"Latvia",,,"false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85388"
"ENG13WA003","INC","85513","2012-10-20T11:43:00Z","Tokyo, Japan",,"Japan",,"JA342J","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85513"
"DCA13WA007","ACC","85403","2012-10-19T17:45:00Z","Pontianak",,"Indonesia",,"PK-CKN","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85403"
"ERA13IA036","INC","85398","2012-10-19T15:12:00Z","Nantucket","Massachusetts","United States",,"N576QS","false","Aviation","DirectorBrief","2013-08-29T04:00:00Z","None","0","0","0","The incorrect installation of the left main gear aft trunnion pivot pin by maintenance personnel, which resulted in separation of the aft portion of the left main gear trunnion from the aft trunnion fitting and minor damage to the airplane.","Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=85398"
"DCA13WA005","INC","85371","2012-10-19T07:55:00Z","Glasgow",,"United Kingdom",,"G-GDFJ","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85371"
"DCA13WA003","INC","85348","2012-10-16T20:23:00Z","Lorient",,"France",,"F-GRZE","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85348"
"WPR13CA016","ACC","85360","2012-10-16T19:30:00Z","Las Vegas","Nevada","United States",,"N625SW","false","Aviation","DirectorBrief","2013-01-22T05:00:00Z","Serious","0","1","0","The flight attendant's encounter with an unseen obstruction in the aisle, which resulted in a fall.","Environmental issues - Task environment - Physical workspace - Positioning/available space - Effect on personnel, Personnel issues - Physical - Impairment/incapacitation - Illness/injury - Cabin crew","https://data.ntsb.gov/Docket?ProjectID=85360"
"DCA13RA001","ACC","85318","2012-10-14T04:00:00Z","Antalya",,"Turkey",,"TC-TJK","false","Aviation","None","2020-11-03T05:00:00Z","Serious","0","2","1",,,"https://data.ntsb.gov/Docket?ProjectID=85318"
"ENG13RA002","INC","85416","2012-10-10T04:00:00Z","Paris, France",,"France",,"PT-MVE","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85416"
"ENG15WA014","INC","90879","2012-10-05T18:10:00Z","Incheon",,"Republic Of Korea",,"HL8207","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=90879"
"CEN13LA004","ACC","85253","2012-10-04T21:10:00Z","Milwaukee","Wisconsin","United States",,"N894AT","false","Aviation","DirectorBrief","2013-01-22T05:00:00Z","None","0","0","0","An obstruction (a sleeve of cups) that lodged under the catering truck brake pedal, which prevented the driver from stopping the truck before it struck the parked airplane.","Environmental issues - Physical environment - Object/animal/substance - Ground vehicle - Effect on equipment","https://data.ntsb.gov/Docket?ProjectID=85253"
"CEN12FA670","ACC","85251","2012-09-30T10:32:00Z","Eastland","Texas","United States",,"N144CF","false","Aviation","DirectorBrief","2015-05-13T04:00:00Z","Serious","0","3","0","The loss of helicopter control after an in-flight upset, which occurred when the pilot selected the autopilot’s altitude hold mode; the reason for the reported in-flight control anomaly could not be determined during postaccident helicopter examinations. Contributing to the accident was the pilot's delay in transitioning to instrument flight rules flight before entering instrument meteorological conditions.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained, Personnel issues - Action/decision - Action - Delayed action - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=85251"
"DCA12RA153","ACC","85167","2012-09-28T07:20:00Z","Kathmandu",,"Nepal",,"9N-AHA","false","Aviation","None","2020-11-03T05:00:00Z","Fatal","19","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85167"
"ERA12CA585","ACC","85176","2012-09-22T08:30:00Z","Maryville","Tennessee","United States",,"N56796","false","Aviation","DirectorBrief","2013-02-27T05:00:00Z","None","0","0","0","The pilot’s failure to plan and execute a takeoff that assured obstacle clearance at the departure end of the runway, which resulted in a collision with trees.","Personnel issues - Task performance - Planning/preparation - Performance calculations - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=85176"
"CEN12IA662","INC","85169","2012-09-21T15:30:00Z","Denver","Colorado","United States",,"N125PS","false","Aviation","DirectorBrief","2014-01-13T05:00:00Z","None","0","0","0","The internal failure of the galley heater mat’s thermostat, which resulted in an overheat condition.","Aircraft - Aircraft systems - Equipment/furnishings - Buffet/galleys - Malfunction","https://data.ntsb.gov/Docket?ProjectID=85169"
"DCA12CA149","ACC","85132","2012-09-18T13:30:00Z","Sophia","North Carolina","United States",,"N273AY","false","Aviation","DirectorBrief","2013-04-03T04:00:00Z","Serious","0","1","0","an encounter with moderate turbulence while the flight attendant was securing the cabin for arrival.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=85132"
"DCA12WA146","ACC","85038","2012-09-13T23:30:00Z","Sao Paulo",,"Brazil",,"N173DZ","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85038"
"DCA12WA147","INC","85039","2012-09-13T21:42:00Z","Riyadh",,"Saudi Arabia",,"CN-ROP","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=85039"
"CEN12FA621","ACC","84993","2012-09-10T16:45:00Z","Houston","Texas","United States",,"N281RG","false","Aviation","DirectorBrief","2013-11-06T05:00:00Z","Fatal","2","0","0","The pilot's failure to maintain control of the helicopter after a loss of engine power. The reason for the loss of engine power could not be determined because examination did not reveal any anomalies that would have precluded operation.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=84993"
"ERA12LA557","ACC","84997","2012-09-09T08:10:00Z","Washington","Pennsylvania","United States",,"N3591P","false","Aviation","DirectorBrief","2013-05-09T04:00:00Z","None","0","0","0","The airplane’s encounter with a flock of geese during takeoff, which resulted in the airplane’s hard impact with the runway while the pilot maneuvered in an attempt to avoid the geese.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Decision related to condition, Personnel issues - Action/decision - Action - (general) - Pilot","https://data.ntsb.gov/Docket?ProjectID=84997"
"DCA12IA141","INC","84946","2012-09-05T11:41:00Z","Soldotna","Alaska","United States",,"N886EA","true","Aviation","DirectorBrief","2020-07-08T04:00:00Z","None","0","0","0","an in-flight loss of control due to the flight crew's inattention to airspeed, pitch attitude, and engine power during the climb leading to an aerodynamic stall. Contributing to the incident was the flight crew's failure to recognize and properly recover from an aerodynamic stall in a timely manner.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Flight crew, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew, Personnel issues - Action/decision - Action - Delayed action - Flight crew, Organizational issues - Management - (general) - (general) - Operator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator","https://data.ntsb.gov/Docket?ProjectID=84946"
"DCA12RA143","INC","84966","2012-09-05T04:00:00Z","Mexico City",,"Mexico",,"XA-JOY","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84966"
"DCA12WA142","INC","84948","2012-09-03T11:10:00Z","Bonn",,"Germany",,"D-AXLF","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84948"
"ERA12IA550","INC","84962","2012-08-31T17:30:00Z","Nantucket","Massachusetts","United States",,"N769EA","false","Aviation","DirectorBrief","2014-05-21T04:00:00Z","None","0","0","0","Company maintenance personnel’s failure to comply with the airplane manufacturer’s service instructions by not removing the cracked drag brace from service nor inspecting the repaired drag brace at the appropriate interval, which resulted in the failure of the nose landing gear drag brace due to fatigue cracking and collapse of the nose landing gear during the landing roll. Contributing to the failure of the nose landing gear drag brace was the failure of the repair station to detect a remaining portion of a crack following repair.","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Incorrect service/maintenance, Personnel issues - Task performance - Inspection - Post maintenance inspection - Maintenance personnel, Personnel issues - Task performance - Inspection - Scheduled/routine inspection - Maintenance personnel, Organizational issues - Management - Scheduling - Maintenance scheduling - Operator","https://data.ntsb.gov/Docket?ProjectID=84962"
"DCA12WA131","INC","84861","2012-08-27T16:12:00Z","London",,"United Kingdom",,"N642UA","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84861"
"ANC12CA092","ACC","84823","2012-08-25T09:00:00Z","Kenai","Alaska","United States",,"N314HA","false","Aviation","DirectorBrief","2012-12-05T05:00:00Z","Minor","0","0","3","The pilot’s failure to maintain adequate ground clearance during his landing approach, which resulted in a collision with terrain.","Personnel issues - Task performance - (general) - (general) - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=84823"
"DCA12WA133","ACC","84869","2012-08-25T00:55:00Z","Santo Domingo",,"Venezuela",,"YV493T","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84869"
"ERA12WA554","ACC","84983","2012-08-23T21:20:00Z","Malvinas",,"Peru",,"OB-1912-P","false","Aviation","None","2020-11-03T05:00:00Z","Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=84983"
"ENG12WA031","ACC","84764","2012-08-13T15:00:00Z","Langara Lodge, BC, Canada",,"Canada",,"C-GHJT","false","Aviation","None","2020-11-03T05:00:00Z","None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=84764"
